1,1,385.39,209.09,16.00,35.00,1,-1,-1,-1
2,1,385.15,209.31,16.00,35.00,1,-1,-1,-1
3,1,384.18,209.21,16.32,35.70,1,-1,-1,-1
4,1,384.46,209.04,16.00,35.00,1,-1,-1,-1
5,1,384.31,209.45,16.00,35.00,1,-1,-1,-1
7,1,384.06,209.26,15.69,34.31,1,-1,-1,-1
14,1,381.55,209.98,16.00,35.00,1,-1,-1,-1
15,1,380.94,210.37,16.00,35.00,1,-1,-1,-1
16,1,381.11,210.53,16.32,35.70,1,-1,-1,-1
17,1,380.14,211.02,16.00,35.00,1,-1,-1,-1
18,1,379.63,211.17,16.00,35.00,1,-1,-1,-1
19,1,379.58,211.63,16.00,35.00,1,-1,-1,-1
20,1,378.94,211.57,16.00,35.00,1,-1,-1,-1
21,1,378.66,211.75,16.00,35.00,1,-1,-1,-1
22,1,378.40,211.91,16.00,35.00,1,-1,-1,-1
23,1,377.40,212.22,16.00,35.00,1,-1,-1,-1
24,1,376.82,212.77,16.00,35.00,1,-1,-1,-1
25,1,376.69,212.24,16.00,35.00,1,-1,-1,-1
26,1,376.23,212.43,16.00,35.00,1,-1,-1,-1
27,1,375.18,212.60,16.00,35.00,1,-1,-1,-1
28,1,375.11,211.71,16.00,35.00,1,-1,-1,-1
29,1,374.87,211.63,16.00,35.00,1,-1,-1,-1
30,1,375.18,211.77,16.00,35.00,1,-1,-1,-1
31,1,374.27,211.86,16.00,35.00,1,-1,-1,-1
32,1,373.97,211.99,16.00,35.00,1,-1,-1,-1
33,1,374.11,212.25,16.00,35.00,1,-1,-1,-1
34,1,373.37,212.37,16.00,35.00,1,-1,-1,-1
35,1,373.17,212.67,16.00,35.00,1,-1,-1,-1
36,1,372.39,212.46,16.00,35.00,1,-1,-1,-1
37,1,372.13,213.67,16.00,35.00,1,-1,-1,-1
38,1,371.52,213.33,16.00,35.00,1,-1,-1,-1
39,1,371.55,214.20,16.00,35.00,1,-1,-1,-1
40,1,371.52,214.11,16.00,35.00,1,-1,-1,-1
41,1,370.95,214.07,16.00,35.00,1,-1,-1,-1
42,1,370.61,214.30,16.00,35.00,1,-1,-1,-1
43,1,369.71,214.60,16.00,35.00,1,-1,-1,-1
44,1,369.04,214.34,16.00,35.00,1,-1,-1,-1
45,1,367.64,215.36,16.00,35.00,1,-1,-1,-1
46,1,368.27,215.46,16.00,35.00,1,-1,-1,-1
47,1,367.39,215.50,16.00,35.00,1,-1,-1,-1
48,1,367.11,215.57,16.00,35.00,1,-1,-1,-1
49,1,366.53,214.47,16.00,35.00,1,-1,-1,-1
50,1,366.51,215.32,16.00,35.00,1,-1,-1,-1
51,1,366.18,215.37,16.00,35.00,1,-1,-1,-1
52,1,365.87,215.42,16.00,35.00,1,-1,-1,-1
53,1,365.99,215.56,16.00,35.00,1,-1,-1,-1
54,1,365.80,215.19,16.00,35.00,1,-1,-1,-1
55,1,365.49,215.92,16.00,35.00,1,-1,-1,-1
56,1,364.81,216.04,16.00,35.00,1,-1,-1,-1
57,1,364.66,216.63,16.00,35.00,1,-1,-1,-1
58,1,364.44,216.44,16.00,35.00,1,-1,-1,-1
59,1,364.07,217.40,16.00,35.00,1,-1,-1,-1
60,1,363.20,217.57,16.00,35.00,1,-1,-1,-1
61,1,362.91,217.30,16.00,35.00,1,-1,-1,-1
62,1,363.02,218.21,16.00,35.00,1,-1,-1,-1
63,1,361.70,218.11,16.00,35.00,1,-1,-1,-1
64,1,362.29,217.97,16.00,35.00,1,-1,-1,-1
65,1,361.69,217.83,16.00,35.00,1,-1,-1,-1
72,1,360.68,217.37,16.00,35.00,1,-1,-1,-1
73,1,360.75,217.44,16.00,35.00,1,-1,-1,-1
74,1,360.69,217.66,16.00,35.00,1,-1,-1,-1
77,1,359.72,217.34,16.00,35.00,1,-1,-1,-1
