1,1,307.01,223.04,9.00,29.00,1,-1,-1,-1
1,2,191.07,184.02,8.00,21.00,1,-1,-1,-1
1,3,181.01,184.00,8.00,23.00,1,-1,-1,-1
2,1,307.00,223.10,9.00,29.00,1,-1,-1,-1
2,2,191.11,184.00,8.00,21.00,1,-1,-1,-1
2,3,181.00,184.01,8.00,23.00,1,-1,-1,-1
3,1,306.98,223.23,9.00,29.00,1,-1,-1,-1
3,2,191.11,183.96,8.00,21.00,1,-1,-1,-1
3,3,180.97,184.05,8.00,23.00,1,-1,-1,-1
4,1,307.00,223.46,9.00,29.00,1,-1,-1,-1
4,2,191.11,183.89,8.00,21.00,1,-1,-1,-1
4,3,181.91,184.11,8.00,23.00,1,-1,-1,-1
5,1,307.04,223.73,9.00,29.00,1,-1,-1,-1
5,2,191.08,183.79,8.00,21.00,1,-1,-1,-1
5,3,181.83,184.16,8.00,23.00,1,-1,-1,-1
6,1,307.15,223.06,9.00,29.00,1,-1,-1,-1
6,2,191.02,183.73,8.00,21.00,1,-1,-1,-1
6,3,181.76,184.21,8.00,23.00,1,-1,-1,-1
7,1,307.27,223.53,9.00,29.00,1,-1,-1,-1
7,2,190.92,183.64,8.00,21.00,1,-1,-1,-1
7,3,181.71,184.24,8.00,23.00,1,-1,-1,-1
8,1,307.53,223.06,9.00,29.00,1,-1,-1,-1
8,2,191.83,183.50,8.00,21.00,1,-1,-1,-1
8,3,181.70,184.31,8.00,23.00,1,-1,-1,-1
9,1,307.03,223.74,9.00,29.00,1,-1,-1,-1
9,2,191.78,184.36,8.00,21.00,1,-1,-1,-1
9,3,181.69,184.36,8.00,23.00,1,-1,-1,-1
10,1,307.85,223.42,9.00,29.00,1,-1,-1,-1
10,2,191.81,184.06,8.00,21.00,1,-1,-1,-1
10,3,181.73,184.44,8.00,23.00,1,-1,-1,-1
11,1,307.84,224.17,9.00,29.00,1,-1,-1,-1
11,2,191.88,183.87,8.00,21.00,1,-1,-1,-1
11,3,181.80,184.55,8.00,23.00,1,-1,-1,-1
12,1,307.95,223.95,9.00,29.00,1,-1,-1,-1
12,2,191.96,183.54,8.00,21.00,1,-1,-1,-1
12,3,181.92,183.56,8.00,23.00,1,-1,-1,-1
13,1,308.17,223.74,9.00,29.00,1,-1,-1,-1
13,2,192.03,183.19,8.00,21.00,1,-1,-1,-1
13,3,182.02,183.50,8.00,23.00,1,-1,-1,-1
14,1,308.52,223.51,9.00,29.00,1,-1,-1,-1
14,2,191.14,183.75,8.00,21.00,1,-1,-1,-1
14,3,181.10,183.45,8.00,23.00,1,-1,-1,-1
15,1,308.05,223.17,9.00,29.00,1,-1,-1,-1
15,2,191.24,183.20,8.00,21.00,1,-1,-1,-1
15,3,181.12,184.30,8.00,23.00,1,-1,-1,-1
16,1,308.62,223.81,9.00,29.00,1,-1,-1,-1
16,2,191.30,183.50,8.00,21.00,1,-1,-1,-1
16,3,181.13,184.13,8.00,23.00,1,-1,-1,-1
17,1,308.32,223.52,9.00,29.00,1,-1,-1,-1
17,2,191.37,183.97,8.00,21.00,1,-1,-1,-1
17,3,181.08,183.97,8.00,23.00,1,-1,-1,-1
18,1,308.92,223.16,9.00,29.00,1,-1,-1,-1
18,2,191.36,183.29,8.00,21.00,1,-1,-1,-1
18,3,180.81,183.75,8.00,23.00,1,-1,-1,-1
19,1,308.60,223.85,9.00,29.00,1,-1,-1,-1
19,2,191.39,183.56,8.00,21.00,1,-1,-1,-1
19,3,181.52,183.55,8.00,23.00,1,-1,-1,-1
20,1,308.20,223.60,9.00,29.00,1,-1,-1,-1
20,2,191.37,182.97,8.00,21.00,1,-1,-1,-1
20,3,181.15,183.39,8.00,23.00,1,-1,-1,-1
21,1,308.63,223.49,9.00,29.00,1,-1,-1,-1
21,2,191.33,183.18,8.00,21.00,1,-1,-1,-1
21,3,180.64,184.18,8.00,23.00,1,-1,-1,-1
22,1,307.97,224.40,9.00,29.00,1,-1,-1,-1
22,2,191.30,183.27,8.00,21.00,1,-1,-1,-1
22,3,180.99,184.03,8.00,23.00,1,-1,-1,-1
